customer_id,order_id,order_date,order_value,quantity,unit_price,product_category,customer_email,signup_date,support_tickets
CUST-00096,ORD413860,2026-06-01,253.7,2,126.85,Beauty,cust00096@example.com,2023-11-15,1.0
C02388,ORD964419,2025-03-23,38.16,4,9.54,Grocery,c02388@example.com,2024-03-31,1.0
CUST-00132,ORD621113,2026-06-16,175.98,2,87.99,Toys,cust00132@example.com,2023-07-24,0.0
02495,ORD128237,2025-07-15,36.6,4,9.15,Apparel,02495@example.com,2024-12-28,2.0
CUST-00357,ORD920331,2025-06-06,124.58,2,62.29,Electronics,cust00357@example.com,2024-09-15,0.0
cust_00286,ORD117241,2025-12-30,244.87,1,244.87,Books,cust00286@example.com,2024-08-08,0.0
cust_00239,ORD806525,2026-04-02,252.7,2,126.35,,cust00239@example.com,2024-04-29,1.0
CUST-00238,ORD181285,2025-10-01,253.14,1,253.14,Toys,cust00238@example.com,2024-07-27,1.0
CUST-00382,ORD587265,2025-11-02,218.77,1,218.77,Sports,cust00382@example.com,2024-08-06,2.0
cust_00411,ORD764483,2025-08-23,230.64,2,115.32,Apparel,cust00411@example.com,2024-07-06,0.0
CUST-01990,ORD361226,2025-05-21,0.0,2,22.86,Grocery,cust01990@example.com,2024-02-08,1.0
C00223,ORD792812,2025-12-04,89.72,2,44.86,Electronics,c00223@example.com,2025-05-08,1.0
CUST-00009,ORD717548,2024-12-06,$164.72,2,82.36,Grocery,cust00009@example.com,2023-08-24,0.0
C00251,ORD908690,2026-03-16,235.08,2,117.54,Home,c00251@example.com,2023-09-02,1.0
CUST-00042,ORD112990,2026-05-10,108.8,2,54.4,Sports,cust00042@example.com,2024-12-14,0.0
00402,ORD571727,2025-10-20,71.98,2,35.99,Home,00402@example.com,2024-10-08,2.0
CUST-00039,ORD979472,2026-06-25,285.96,4,71.49,Sports,cust00039@example.com,2025-03-20,0.0
cust_00212,ORD481410,2026-04-11,86.98,1,86.98,Electronics,cust00212@example.com,2023-08-27,0.0
01596,ORD177509,2025-12-31,82.52,2,41.26,Grocery,,2026-03-16,0.0
CUST-02531,ORD289481,04/05/2025,29.04,3,9.68,Home,cust02531@example.com,2025-02-27,2.0
CUST-00143,ORD785956,2026-06-26,291.79,1,291.79,Home,cust00143@example.com,2024-03-20,0.0
C00258,ORD223737,2025-09-13,147.12,4,36.78,Apparel,c00258@example.com,2025-01-29,0.0
C02575,ORD356993,2025-03-10,34.28,2,17.14,Grocery,c02575@example.com,2024-12-15,1.0
C00221,ORD791855,2025-10-03,234.68,4,58.67,Toys,c00221@example.com,2023-05-06,0.0
C00531,ORD672791,2024-03-15,150.4,4,37.6,Apparel,c00531@example.com,2023-04-09,0.0
CUST-00797,ORD504292,2026-06-02,29.12,4,7.28,Sports,cust00797@example.com,2026-05-31,2.0
CUST-00233,ORD527854,2025-10-10,103.26,3,34.42,Books,cust00233@example.com,2025-05-13,1.0
CUST-00104,ORD394227,2025-09-28,$297.40,2,148.7,Home,cust00104@example.com,2024-02-20,1.0
C00106,ORD430068,2025-11-17,141.08,4,35.27,Beauty,c00106@example.com,2025-03-04,0.0
C02020,ORD379933,2025-07-04,37.52,4,9.38,Beauty,c02020@example.com,2024-11-24,2.0
00075,ORD820518,2026-08-27,155.1,3,51.7,Grocery,00075@example.com,2024-06-04,0.0
C00614,ORD256307,2026-06-15,$98.68,2,49.34,Electronics,c00614@example.com,2026-06-26,0.0
cust_00468,ORD158030,2025-10-07,170.0,4,42.5,Grocery,cust00468@example.com,2025-03-13,1.0
CUST-00245,ORD369306,2025-04-17,275.74,1,275.74,Apparel,cust00245@example.com,2023-05-27,0.0
00035,ORD782355,2025-08-13,203.79,1,203.79,Sports,00035@example.com,2023-04-12,0.0
CUST-01467,ORD835073,2026-04-29,39.68,4,9.92,Electronics,cust01467@example.com,2025-12-11,0.0
CUST-00512,ORD422117,2025-09-03,86.54,1,86.54,Home,cust00512@example.com,2024-11-24,0.0
CUST-01498,ORD378085,2025-08-03,28.88,1,28.88,Books,cust01498@example.com,2025-04-12,0.0
CUST-00214,ORD822792,2025-09-04,118.92,3,39.64,Beauty,cust00214@example.com,2023-04-26,0.0
CUST-00248,ORD128573,2025-03-16,$175.79,1,175.79,Apparel,cust00248@example.com,2024-06-22,0.0
cust_00580,ORD504257,2026-06-27,77.91,3,25.97,Beauty,cust00580@example.com,2026-05-31,0.0
C00124,ORD962693,2025-06-01,171.04,1,171.04,Grocery,c00124@example.com,2024-07-13,1.0
CUST-00611,ORD891322,2026-06-28,69.14,2,34.57,Apparel,cust00611@example.com,2026-06-26,0.0
CUST-00148,ORD243709,2026-05-27,158.01,3,52.67,Books,cust00148@example.com,2024-07-03,0.0
CUST-01966,ORD857809,2025-02-09,21.78,2,10.89,Books,cust01966@example.com,2025-02-05,1.0
CUST-00006,ORD709892,2025-12-31,109.0,1,109.0,Home,cust00006@example.com,2025-02-25,1.0
CUST-00056,ORD339228,2025-12-06,288.0,4,72.0,Grocery,cust00056@example.com,2023-07-30,0.0
C00432,ORD877895,2024-11-17,132.24,2,66.12,Books,c00432@example.com,2023-07-01,2.0
C00335,ORD256543,2024-07-07,62.38,2,31.19,Beauty,c00335@example.com,2024-01-01,2.0
CUST-01328,ORD738168,2025-06-26,66.48,2,33.24,Sports,cust01328@example.com,2025-11-22,0.0
cust_00331,ORD204159,2025-04-03,133.59,3,44.53,Home,cust00331@example.com,2024-09-11,3.0
CUST-00582,ORD471500,2026-05-28,101.04,4,25.26,Books,cust00582@example.com,2026-05-27,0.0
01045,ORD563665,2026-06-29,93.98,1,93.98,Books,01045@example.com,2026-06-27,1.0
CUST-02381,ORD922762,2025-06-17,48.71,1,48.71,Apparel,cust02381@example.com,2025-06-16,2.0
CUST-00406,ORD838987,30/05/2025,$128.40,4,32.1,Apparel,cust00406@example.com,2024-09-13,2.0
CUST-00099,ORD909644,2025-07-09,281.34,3,93.78,Beauty,cust00099@example.com,2023-07-09,1.0
CUST-00399,ORD433331,2026-08-08,165.96,4,41.49,Home,cust00399@example.com,2024-08-19,2.0
cust_00191,ORD853216,2026-06-30,237.36,3,79.12,Books,cust00191@example.com,2024-03-03,0.0
CUST-00236,ORD262210,2026-06-05,285.93,3,95.31,Apparel,cust00236@example.com,2023-10-10,0.0
CUST-00190,ORD830698,2025-12-16,244.95,3,81.65,Books,cust00190@example.com,2023-07-06,0.0
cust_00430,ORD753885,2025-06-06,121.44,4,30.36,Books,cust00430@example.com,2025-01-06,1.0
CUST-00176,ORD422180,2025-10-17,268.17,3,89.39,Grocery,cust00176@example.com,2024-05-18,1.0
CUST-00281,ORD882215,2026-01-09,200.8,2,100.4,Books,cust00281@example.com,2024-09-06,1.0
CUST-00244,ORD745181,2025-08-30,282.15,3,94.05,Apparel,cust00244@example.com,2023-12-02,0.0
cust_01855,ORD774839,2025-04-14,41.49,3,13.83,Beauty,cust01855@example.com,2025-11-09,0.0
cust_00384,ORD352489,2026-01-05,222.94,2,111.47,Apparel,cust00384@example.com,2023-03-27,0.0
CUST-00984,ORD593464,2026-06-15,98.52,2,49.26,Electronics,cust00984@example.com,2026-06-29,0.0
cust_00508,ORD972041,2025-02-05,122.76,4,30.69,Sports,cust00508@example.com,2024-06-12,2.0
CUST-00037,ORD853727,2025-08-15,285.88,4,71.47,Sports,cust00037@example.com,2023-09-03,0.0
CUST-00013,ORD163181,2026-04-30,91.98,3,30.66,Books,cust00013@example.com,2023-09-18,1.0
CUST-00295,ORD790602,2025-02-13,268.56,4,67.14,Home,cust00295@example.com,2023-08-27,0.0
cust_00504,ORD668819,2025-05-24,211.1,2,,Apparel,cust00504@example.com,2025-04-05,2.0
CUST-02157,ORD632333,2025-07-22,42.02,1,42.02,Apparel,cust02157@example.com,2025-07-20,1.0
C00448,ORD915860,2025-12-03,110.56,2,55.28,Apparel,c00448@example.com,2024-07-01,4.0
  CUST-00551 ,ORD342342,2026-01-02,199.38,3,66.46,Apparel,cust00551@example.com,2024-12-29,2.0
CUST-00267,ORD727297,2026-05-29,197.44,4,49.36,Toys,cust00267@example.com,2024-09-09,0.0
cust_00467,ORD603060,2024-10-29,212.14,2,106.07,Beauty,cust00467@example.com,2023-10-10,0.0
CUST-00465,ORD881342,06/03/2025,141.3,2,70.65,Books,cust00465@example.com,2025-03-02,1.0
CUST-02471,ORD968909,2024-12-30,44.48,4,11.12,Toys,cust02471@example.com,2025-03-09,0.0
CUST-00312,ORD855451,2025-03-13,254.2,4,63.55,Beauty,cust00312@example.com,2023-04-25,0.0
C01843,ORD230772,2025-05-22,23.76,4,5.94,Electronics,c01843@example.com,2024-11-25,0.0
CUST-00241,ORD800910,2026-01-24,211.8,2,105.9,Grocery,cust00241@example.com,2024-01-02,2.0
CUST-00172,ORD872066,2026-02-16,236.08,2,,Toys,cust00172@example.com,2023-03-27,1.0
C02016,ORD481674,2025-06-05,38.17,1,38.17,Grocery,c02016@example.com,2024-12-29,1.0
C01371,ORD967891,2026-02-27,62.44,1,62.44,Sports,c01371@example.com,2026-01-23,1.0
CUST-00028,ORD692408,2026-06-16,225.18,2,112.59,Grocery,cust00028@example.com,2024-06-15,0.0
C00560,ORD451992,2024-03-04,102.7,2,51.35,Apparel,c00560@example.com,2023-08-18,2.0
CUST-00104,ORD248570,2025-11-04,$284.13,1,284.13,Electronics,cust00104@example.com,2024-02-20,1.0
CUST-00705,ORD759173,2026-06-10,57.24,4,14.31,Grocery,cust00705@example.com,2026-06-01,0.0
  CUST-01668 ,ORD189298,2025-09-03,63.06,2,31.53,Electronics,cust01668@example.com,2024-11-19,0.0
CUST-00507,ORD555882,2025-08-06,159.08,2,79.54,Books,cust00507@example.com,2023-05-23,0.0
CUST-00716,ORD845678,2026-06-08,26.04,2,13.02,Grocery,cust00716@example.com,2026-06-16,2.0
CUST-02430,ORD854052,2024-08-27,22.56,3,7.52,Grocery,cust02430@example.com,2024-08-26,1.0
CUST-00551,ORD103655,2025-06-06,120.56,2,60.28,Beauty,cust00551@example.com,2024-12-29,2.0
cust_02483,ORD591601,2025-06-07,48.48,2,24.24,Sports,cust02483@example.com,2025-02-23,1.0
CUST-01791,ORD662860,2026-01-28,75.84,4,18.96,Beauty,cust01791@example.com,2025-07-24,1.0
cust_00347,ORD249362,2025-09-04,100.47,1,100.47,Sports,cust00347@example.com,2024-09-22,1.0
CUST-01461,ORD188083,2025-03-11,86.04,2,43.02,Books,cust01461@example.com,2025-08-26,0.0
CUST-00142,ORD287176,2026-03-08,213.84,3,71.28,Apparel,cust00142@example.com,2025-05-25,0.0
C00225,ORD472972,2025-09-24,206.28,1,206.28,Home,c00225@example.com,2024-06-29,1.0
CUST-00405,ORD664701,2026-01-19,162.36,3,54.12,Toys,cust00405@example.com,2023-07-29,4.0
00150,ORD334244,2026-02-23,274.44,2,137.22,Electronics,00150@example.com,2025-03-12,0.0
CUST-00033,ORD941986,2024-05-29,184.76,4,46.19,Toys,cust00033@example.com,2023-03-29,0.0
CUST-00399,ORD503207,2025-10-11,229.92,2,114.96,Sports,cust00399@example.com,2024-08-19,2.0
C00025,ORD217997,2026-01-26,166.72,4,41.68,Toys,c00025@example.com,2024-12-16,0.0
C00057,ORD394269,2025-08-28,152.14,2,76.07,Home,c00057@example.com,2024-09-27,0.0
CUST-02007,ORD616169,2025-05-27,32.4,4,8.1,Apparel,cust02007@example.com,2025-04-07,0.0
00047,ORD815975,2025-04-18,0.0,4,33.51,Sports,00047@example.com,2023-04-05,0.0
CUST-00477,ORD780372,2024-04-23,141.57,3,47.19,Beauty,cust00477@example.com,2024-02-27,1.0
CUST-00557,ORD146292,2024-12-09,166.95,1,166.95,Apparel,cust00557@example.com,2024-07-23,1.0
CUST-01136,ORD624473,2026-01-13,26.36,4,6.59,Home,cust01136@example.com,2025-04-09,1.0
C00207,ORD552049,2024-12-01,153.09,3,51.03,Electronics,c00207@example.com,2024-01-31,0.0
C00050,ORD549274,2025-03-06,183.96,3,61.32,Home,c00050@example.com,2023-05-31,0.0
CUST-00084,ORD822125,2025-08-24,211.52,2,105.76,Grocery,cust00084@example.com,2024-11-06,1.0
CUST-00281,ORD123912,2025-09-21,109.06,1,109.06,Grocery,cust00281@example.com,2024-09-06,1.0
C00314,ORD982777,2024-07-23,221.28,1,221.28,Beauty,c00314@example.com,2023-03-25,2.0
CUST-00060,ORD943345,2026-06-30,106.1,2,53.05,Sports,cust00060@example.com,2023-10-29,0.0
CUST-00648,ORD101738,2026-06-04,63.57,1,63.57,BEAUTY,cust00648@example.com,2026-06-01,0.0
CUST-00265,ORD763001,2025-03-17,88.29,1,88.29,Sports,cust00265@example.com,2023-03-25,0.0
cust_00365,ORD212367,2025-06-27,101.12,4,25.28,Apparel,cust00365@example.com,2023-06-23,0.0
C00274,ORD453391,2025-10-15,110.68,4,27.67,Beauty,c00274@example.com,2025-01-08,0.0
C00470,ORD965105,2025-08-29,74.46,1,74.46,Sports,c00470@example.com,2023-03-20,3.0
CUST-01858,ORD198425,2025-12-24,23.85,3,7.95,Sports,cust01858@example.com,2025-11-30,1.0
CUST-00958,ORD476390,2026-08-24,112.68,2,56.34,Sports,cust00958@example.com,2026-06-23,0.0
cust_02584,ORD878669,2024-09-10,31.14,2,15.57,Beauty,cust02584@example.com,2024-09-06,1.0
00482,ORD492504,2024-10-23,189.36,3,63.12,Books,00482@example.com,2024-10-19,1.0
cust_00286,ORD965930,2025-11-01,175.41,3,58.47,Toys,cust00286@example.com,2024-08-08,0.0
CUST-00203,ORD241881,2025-11-29,88.11,3,29.37,Books,cust00203@example.com,2023-06-06,0.0
CUST-00045,ORD925655,2026-05-01,126.4,2,63.2,Home,cust00045@example.com,2024-11-05,1.0
cust_00525,ORD699806,2025-04-09,126.38,2,63.19,Electronics,cust00525@example.com,2025-03-09,1.0
CUST-00408,ORD476227,2024-10-10,130.74,2,65.37,Grocery,cust00408@example.com,2024-01-17,2.0
CUST-00770,ORD781098,2026-06-20,61.44,1,61.44,Electronics,cust00770@example.com,2026-05-28,0.0
CUST-01640,ORD131809,2025-12-03,29.52,3,9.84,Grocery,cust01640@example.com,2025-10-08,1.0
C00168,ORD972769,2025-11-17,181.23,3,60.41,Beauty,c00168@example.com,2024-09-07,1.0
cust_00555,ORD294364,2025-06-03,233.64,1,233.64,Apparel,cust00555@example.com,2023-12-11,3.0
CUST-00458,ORD132604,2025-05-23,245.59,1,245.59,Sports,cust00458@example.com,2025-05-17,0.0
CUST-00359,ORD861040,2025-02-18,241.08,4,60.27,Electronics,cust00359@example.com,2023-12-22,1.0
00777,ORD114288,2026-06-02,111.18,1,111.18,,00777@example.com,2026-06-17,0.0
C00366,ORD584447,2024-10-23,81.39,3,27.13,Beauty,c00366@example.com,2024-07-29,0.0
CUST-00254,ORD188760,2026-06-26,98.52,4,24.63,Home,cust00254@example.com,2023-09-25,0.0
CUST-00535,ORD454650,2025-07-10,155.36,1,155.36,Electronics,cust00535@example.com,2024-12-08,2.0
C00396,ORD792165,2025-03-11,229.68,4,57.42,Books,c00396@example.com,2025-03-07,1.0
C00381,ORD913371,2025-08-05,248.46,3,82.82,Toys,c00381@example.com,2024-08-22,1.0
CUST-01194,ORD443818,2025-11-09,45.99,3,15.33,Electronics,cust01194@example.com,2025-07-07,1.0
CUST-00506,ORD673508,2025-06-10,140.4,2,70.2,Beauty,cust00506@example.com,2023-05-07,1.0
cust_00468,ORD533662,2025-06-06,173.64,3,57.88,Books,cust00468@example.com,2025-03-13,1.0
00717,ORD767469,2026-06-26,57.48,3,19.16,Beauty,00717@example.com,2026-05-24,1.0
cust_00004,ORD958394,2025-10-30,138.74,2,69.37,Beauty,cust00004@example.com,2025-01-07,1.0
CUST-00091,ORD191607,2025-10-07,242.24,4,60.56,Grocery,cust00091@example.com,2024-05-10,1.0
CUST-01573,ORD733171,2025-06-05,80.7,1,80.7,Apparel,cust01573@example.com,2026-01-04,0.0
C00262,ORD592381,2025-04-02,271.56,4,67.89,Grocery,c00262@example.com,2024-02-26,0.0
C00002,ORD598220,2026-04-27,219.63,3,73.21,Books,c00002@example.com,2024-11-18,0.0
CUST-00022,ORD387114,2026-04-24,90.42,1,90.42,Apparel,cust00022@example.com,2023-09-11,0.0
CUST-00236,ORD884662,2026-06-26,119.16,3,39.72,Books,cust00236@example.com,2023-10-10,0.0
C00457,ORD684711,2024-09-23,199.2,2,99.6,Home,c00457@example.com,2024-05-11,2.0
C00886,ORD771292,2026-06-16,29.58,3,9.86,Apparel,c00886@example.com,2026-07-01,0.0
C01807,ORD353534,2025-07-29,24.16,2,12.08,Electronics,c01807@example.com,2026-02-15,2.0
CUST-00521,ORD558619,2024-11-25,73.8,2,36.9,Electronics,cust00521@example.com,2024-11-24,1.0
C00531,ORD995591,2024-10-01,93.0,4,23.25,Apparel,c00531@example.com,2023-04-09,0.0
cust_00547,ORD908159,2025-05-11,87.0,3,29.0,Grocery,cust00547@example.com,2023-07-29,0.0
cust_00121,ORD524442,2026-05-09,129.52,1,129.52,Grocery,cust00121@example.com,2025-03-22,0.0
00053,ORD668428,2026-03-06,214.29,3,71.43,Toys,00053@example.com,2024-08-31,0.0
CUST-00176,ORD656525,2025-09-15,241.92,1,241.92,Toys,cust00176@example.com,2024-05-18,1.0
CUST-00631,ORD555032,2026-06-07,35.36,4,8.84,Grocery,cust00631@example.com,2026-06-28,1.0
CUST-01667,ORD978550,2025-04-21,36.38,1,36.38,Apparel,cust01667@example.com,2026-02-05,1.0
00666,ORD124406,2026-06-27,116.56,2,58.28,Books,00666@example.com,2026-07-01,1.0
CUST-00393,ORD764196,2025-03-02,219.62,2,109.81,Home,cust00393@example.com,2023-04-15,1.0
CUST-02144,ORD412189,2025-08-11,18.92,4,4.73,Grocery,cust02144@example.com,2025-02-23,0.0
CUST-00386,ORD511953,2025-07-20,78.92,4,19.73,Books,cust00386@example.com,2024-03-12,1.0
CUST-00011,ORD865479,2025-05-26,106.06,2,53.03,Apparel,cust00011@example.com,2024-06-06,1.0
  00428 ,ORD444963,2025-04-29,206.4,1,206.4,Books,00428@example.com,2025-04-26,1.0
C00168,ORD448872,2025-05-16,196.12,1,196.12,Grocery,c00168@example.com,2024-09-07,1.0
C01872,ORD978385,2026-01-12,15.0,3,5.0,Home,c01872@example.com,2025-03-27,1.0
C00753,ORD949529,2026-06-06,34.11,3,11.37,Toys,c00753@example.com,2026-05-31,1.0
CUST-00190,ORD564523,2025-03-24,137.31,1,137.31,Electronics,cust00190@example.com,2023-07-06,0.0
CUST-00060,ORD936668,2025-09-20,105.09,3,35.03,Sports,cust00060@example.com,2023-10-29,0.0
00488,ORD674103,2025-06-22,70.32,3,23.44,Grocery,00488@example.com,2025-05-17,0.0
