Cust_ID,Order_No,Order_Date,Category,Qty,Unit_Price,Email,Signup_Date
10073,501948,06/29/2026,Home & Kitchen,4,64.07,customer10073@gmail.com,11/10/2024
10055,501437,06/20/2026,Beauty,2,142.42,customer10055@outlook.com,03/02/2025
10083,502202,06/21/2026,Home & Kitchen,2,127.28,customer10083@yahoo.com,03/31/2025
10080,502143,06/28/2026,Toys,2,104.59,customer10080@gmail.com,04/23/2025
10053,501410,06/28/2026,Home & Kitchen,4,138.37,customer10053@outlook.com,12/10/2024
10069,501840,06/27/2026,Electronics,3,66.45,customer10069@outlook.com,02/11/2025
10027,500710,06/20/2026,Beauty,4,139.17,customer10027@outlook.com,06/14/2025
10020,500529,06/25/2026,Apparel,5,58.94,customer10020@yahoo.com,09/27/2024
10021,500561,06/25/2026,Books,5,105.06,customer10021@outlook.com,12/20/2024
10027,500726,06/24/2026,Sports,4,57.18,customer10027@outlook.com,06/14/2025
10001,500008,06/22/2026,Sports,4,79.8,customer10001@gmail.com,01/20/2025
10090,502401,06/23/2026,Electronics,3,88.51,customer10090@outlook.com,11/24/2024
10004,500094,06/21/2026,Electronics,2,84.53,customer10004@outlook.com,01/06/2025
10125,502851,08/27/2025,Toys,5,229.57,customer10125@hotmail.com,12/15/2023
10077,502059,06/29/2026,Sports,4,143.48,customer10077@outlook.com,03/10/2025
10171,503125,10/12/2025,Electronics,2,264.98,customer10171@yahoo.com,01/17/2024
10007,500172,06/23/2026,Home & Kitchen,5,78.73,customer10007@gmail.com,09/11/2024
10126,502855,08/15/2025,Home & Kitchen,2,198.9,customer10126@yahoo.com,11/06/2023
10072,501918,06/29/2026,Apparel,5,127.17,customer10072@yahoo.com,06/11/2025
10069,501841,06/28/2026,Sports,1,81.49,customer10069@outlook.com,02/11/2025
10052,501380,06/25/2026,Toys,1,73.61,customer10052@yahoo.com,11/12/2024
10091,502417,06/20/2026,Home & Kitchen,3,113.76,customer10091@gmail.com,02/20/2025
10005,500123,06/24/2026,Sports,2,102.05,customer10005@gmail.com,06/17/2025
10022,500581,06/22/2026,Electronics,1,46.96,customer10022@outlook.com,06/11/2025
10022,500583,06/23/2026,Sports,5,113.48,customer10022@outlook.com,06/11/2025
10069,501845,06/29/2026,Home & Kitchen,3,90.29,customer10069@outlook.com,02/11/2025
10156,503033,09/09/2025,Books,2,218.51,customer10156@gmail.com,01/19/2024
10084,502239,06/22/2026,Beauty,3,109.96,customer10084@outlook.com,06/23/2025
10034,500901,06/22/2026,Home & Kitchen,1,92.03,customer10034@outlook.com,06/28/2025
10087,502326,06/27/2026,Beauty,1,108.11,customer10087@gmail.com,10/30/2024
10087,502319,06/25/2026,Apparel,1,76.36,customer10087@gmail.com,10/30/2024
10140,502936,08/02/2025,Toys,3,365.65,customer10140@hotmail.com,11/28/2023
10069,501828,06/24/2026,Beauty,2,91.05,customer10069@outlook.com,02/11/2025
10196,503269,10/26/2025,Beauty,1,380.91,customer10196@gmail.com,11/26/2023
10075,501986,06/25/2026,Electronics,1,71.48,customer10075@gmail.com,03/12/2025
10093,502498,06/28/2026,Home & Kitchen,1,147.03,customer10093@yahoo.com,01/03/2025
10039,501054,06/28/2026,Electronics,1,83.62,customer10039@yahoo.com,07/05/2025
10001,500029,06/29/2026,Apparel,1,66.04,customer10001@gmail.com,01/20/2025
10076,502002,06/20/2026,Electronics,1,121.49,customer10076@outlook.com,02/24/2025
10053,501404,06/26/2026,Apparel,5,89.05,customer10053@outlook.com,12/10/2024
10095,502530,06/21/2026,Sports,5,88.19,customer10095@gmail.com,05/12/2025
10021,500552,06/22/2026,Electronics,1,142.57,customer10021@outlook.com,12/20/2024
10039,501039,06/22/2026,Electronics,4,73.72,customer10039@yahoo.com,07/05/2025
10001,500016,06/24/2026,Electronics,2,101.03,customer10001@gmail.com,01/20/2025
10088,502349,06/25/2026,Beauty,2,57.19,customer10088@gmail.com,09/21/2024
10499,503741,07/31/2025,Home & Kitchen,4,7.22,customer10499@gmail.com,12/19/2023
10164,503079,09/16/2025,Beauty,1,333.02,customer10164@yahoo.com,06/18/2024
10094,502524,06/28/2026,Toys,4,46.97,customer10094@yahoo.com,07/05/2025
10209,503297,06/24/2026,Toys,1,69.32,customer10209@gmail.com,06/19/2026
10022,500602,06/29/2026,Apparel,4,135.57,customer10022@outlook.com,06/11/2025
10012,500311,06/28/2026,Apparel,3,143.15,customer10012@yahoo.com,06/25/2025
10098,502617,06/20/2026,Sports,1,128.61,customer10098@yahoo.com,04/11/2025
10070,501872,06/29/2026,Books,4,145.78,customer10070@gmail.com,06/05/2025
10080,502114,06/20/2026,Apparel,3,56.45,customer10080@gmail.com,04/23/2025
10091,502437,06/27/2026,Apparel,3,40.85,customer10091@gmail.com,02/20/2025
10055,501452,06/26/2026,,1,102.96,customer10055@outlook.com,03/02/2025
10053,501396,06/23/2026,Apparel,1,69.87,customer10053@outlook.com,12/10/2024
10095,502553,06/27/2026,Electronics,2,65.72,customer10095@gmail.com,05/12/2025
10049,501316,06/29/2026,Beauty,5,105.05,customer10049@yahoo.com,10/18/2024
10050,501336,06/28/2026,Sports,3,125.99,customer10050@gmail.com,02/21/2025
10014,500348,06/21/2026,Home & Kitchen,2,74.14,customer10014@gmail.com,01/19/2025
10050,501324,06/22/2026,Electronics,5,43.78,customer10050@gmail.com,02/21/2025
10077,502060,06/29/2026,Home & Kitchen,4,57.38,customer10077@outlook.com,03/10/2025
10033,500882,06/24/2026,Electronics,5,47.37,customer10033@yahoo.com,12/20/2024
10047,501252,06/26/2026,Toys,1,147.17,customer10047@outlook.com,10/16/2024
10003,500069,06/23/2026,Sports,4,104.98,customer10003@outlook.com,03/12/2025
10015,500376,06/22/2026,Books,1,134.21,customer10015@outlook.com,10/14/2024
10114,502780,11/20/2025,Books,2,271.05,customer10114@hotmail.com,10/07/2023
10010,500236,06/21/2026,Home & Kitchen,3,148.8,customer10010@outlook.com,03/08/2025
10007,500166,06/20/2026,Electronics,2,70.15,customer10007@gmail.com,09/11/2024
10092,502459,06/24/2026,Apparel,1,75.26,customer10092@yahoo.com,01/18/2025
10087,502304,06/21/2026,Toys,2,81.7,customer10087@gmail.com,10/30/2024
10095,502540,06/22/2026,Sports,2,48.47,customer10095@gmail.com,05/12/2025
10072,501911,06/27/2026,Beauty,2,74.94,customer10072@yahoo.com,06/11/2025
10035,500934,06/22/2026,Home & Kitchen,2,43.21,customer10035@outlook.com,10/17/2024
10041,501091,06/22/2026,Apparel,3,128.08,customer10041@gmail.com,10/16/2024
10064,501690,06/22/2026,Toys,5,93.4,customer10064@yahoo.com,10/01/2024
10100,502684,06/26/2026,Sports,3,122.53,customer10100@yahoo.com,02/12/2025
10087,502302,06/20/2026,Sports,3,51.26,customer10087@gmail.com,10/30/2024
10046,501225,06/22/2026,Beauty,5,118.68,customer10046@yahoo.com,04/04/2025
10058,501521,06/21/2026,Beauty,4,81.99,customer10058@outlook.com,10/05/2024
10001,500021,06/25/2026,Electronics,2,54.5,customer10001@gmail.com,01/20/2025
10100,502686,06/26/2026,Beauty,-1,67.95,customer10100@yahoo.com,02/12/2025
10062,501628,06/22/2026,Beauty,5,138.39,customer10062@gmail.com,09/25/2024
10020,500535,06/26/2026,Electronics,4,68.39,customer10020@yahoo.com,09/27/2024
10060,501599,06/29/2026,Electronics,3,102.48,customer10060@gmail.com,05/26/2025
10087,502325,06/27/2026,Toys,1,82.88,customer10087@gmail.com,10/30/2024
10063,501657,06/21/2026,Beauty,3,81.3,customer10063@yahoo.com,03/04/2025
10063,501653,06/20/2026,Books,2,138.62,customer10063@yahoo.com,03/04/2025
10169,503112,10/12/2025,Electronics,1,291.99,customer10169@yahoo.com,07/15/2024
10052,501377,06/23/2026,Sports,3,149.51,customer10052@yahoo.com,11/12/2024
10086,502285,06/22/2026,Beauty,1,80.83,customer10086@yahoo.com,03/07/2025
10470,503671,07/13/2025,Home & Kitchen,4,10.87,customer10470@gmail.com,11/25/2023
10060,501590,06/25/2026,Sports,3,86.07,customer10060@gmail.com,05/26/2025
10042,501121,06/22/2026,Books,3,82.52,customer10042@yahoo.com,12/10/2024
10167,503095,07/02/2025,Apparel,4,151.11,customer10167@hotmail.com,10/13/2023
10006,500141,06/20/2026,Electronics,1,135.4,customer10006@yahoo.com,12/01/2024
10046,501241,06/29/2026,Toys,4,81.41,customer10046@yahoo.com,04/04/2025
10033,500884,06/25/2026,Electronics,1,43.89,customer10033@yahoo.com,12/20/2024
10100,502670,06/20/2026,Apparel,4,117.96,customer10100@yahoo.com,02/12/2025
10008,500198,06/25/2026,Books,5,100.54,customer10008@gmail.com,05/20/2025
10125,502852,09/11/2025,Beauty,2,394.12,customer10125@hotmail.com,12/15/2023
10075,501996,06/27/2026,,4,101.29,customer10075@gmail.com,03/12/2025
10065,501715,06/22/2026,Apparel,3,115.01,customer10065@yahoo.com,06/15/2025
10030,500813,06/27/2026,Apparel,4,100.0,customer10030@gmail.com,04/07/2025
10199,503281,08/21/2025,Books,3,398.89,customer10199@gmail.com,10/20/2023
10011,500273,06/24/2026,Beauty,4,135.67,customer10011@outlook.com,10/31/2024
10049,501291,06/20/2026,Home & Kitchen,4,95.13,customer10049@yahoo.com,10/18/2024
10137,502919,07/23/2025,Home & Kitchen,2,281.64,customer10137@hotmail.com,06/19/2024
10061,501611,06/26/2026,Electronics,-3,48.37,customer10061@gmail.com,06/13/2025
10058,501518,06/20/2026,Toys,1,145.76,customer10058@outlook.com,10/05/2024
10023,500615,06/24/2026,Toys,5,109.86,customer10023@outlook.com,02/14/2025
10061,501613,06/26/2026,Beauty,1,105.49,customer10061@gmail.com,06/13/2025
10259,503347,06/22/2026,Beauty,5,72.93,customer10259@icloud.com,06/19/2026
10186,503213,11/22/2025,Home & Kitchen,2,261.02,customer10186@yahoo.com,05/15/2024
10064,501692,06/23/2026,Home & Kitchen,1,57.62,customer10064@yahoo.com,10/01/2024
10077,502045,06/23/2026,Toys,5,108.97,customer10077@outlook.com,03/10/2025
10013,500318,06/22/2026,Beauty,1,100.88,customer10013@gmail.com,10/21/2024
10083,502213,06/25/2026,Apparel,2,89.55,customer10083@yahoo.com,03/31/2025
10027,500710,06/20/2026,Books,5,89.99,customer10027@outlook.com,06/14/2025
10071,501886,06/24/2026,Books,5,50.62,customer10071@outlook.com,02/21/2025
10244,503332,06/22/2026,Books,3,69.01,customer10244@icloud.com,06/19/2026
10031,500840,06/26/2026,Books,1,147.23,customer10031@yahoo.com,05/03/2025
10042,501139,06/28/2026,Books,1,127.19,customer10042@yahoo.com,12/10/2024
10019,500511,06/27/2026,Books,1,138.53,customer10019@outlook.com,04/07/2025
10033,500876,06/21/2026,Sports,1,114.75,customer10033@yahoo.com,12/20/2024
10034,500924,06/28/2026,Beauty,1,86.69,customer10034@outlook.com,06/28/2025
10050,501337,06/29/2026,Toys,5,98.28,customer10050@gmail.com,02/21/2025
10080,502118,06/22/2026,Sports,5,58.26,customer10080@gmail.com,04/23/2025
10281,503369,06/23/2026,Beauty,5,53.57,customer10281@outlook.com,06/16/2026
10056,501465,06/22/2026,Apparel,5,97.51,customer10056@gmail.com,02/01/2025
10034,500916,06/26/2026,Home & Kitchen,3,149.21,customer10034@outlook.com,06/28/2025
10040,501075,06/26/2026,Home & Kitchen,4,123.63,customer10040@outlook.com,02/21/2025
10117,502797,11/10/2025,Toys,5,370.06,customer10117@hotmail.com,03/13/2024
10055,501461,06/28/2026,Apparel,4,127.09,customer10055@outlook.com,03/02/2025
10020,500531,06/25/2026,Beauty,4,55.14,customer10020@yahoo.com,09/27/2024
10023,500611,06/23/2026,Beauty,5,147.69,customer10023@outlook.com,02/14/2025
10074,501970,06/28/2026,Home & Kitchen,1,78.12,customer10074@yahoo.com,10/18/2024
10009,500226,06/27/2026,Sports,2,77.99,customer10009@outlook.com,10/22/2024
10075,501990,06/26/2026,Apparel,2,46.17,customer10075@gmail.com,03/12/2025
10037,500976,06/22/2026,Sports,3,41.12,customer10037@yahoo.com,05/31/2025
10083,502228,06/29/2026,Electronics,2,131.03,customer10083@yahoo.com,03/31/2025
10071,501896,06/27/2026,Home & Kitchen,4,148.49,customer10071@outlook.com,02/21/2025
10025,500676,06/26/2026,Home & Kitchen,1,42.61,customer10025@yahoo.com,04/18/2025
10006,500140,06/20/2026,Home & Kitchen,3,146.08,customer10006@yahoo.com,12/01/2024
10034,500895,06/20/2026,Toys,4,140.04,customer10034@outlook.com,06/28/2025
10075,501990,06/26/2026,Beauty,2,141.33,customer10075@gmail.com,03/12/2025
10057,501507,06/28/2026,Apparel,2,91.29,customer10057@outlook.com,06/06/2025
10051,501350,06/23/2026,Toys,2,65.85,customer10051@gmail.com,06/23/2025
10199,503280,07/16/2025,Toys,5,216.97,customer10199@gmail.com,10/20/2023
10049,501296,06/23/2026,Home & Kitchen,4,79.88,customer10049@yahoo.com,10/18/2024
10037,500975,06/22/2026,Sports,2,109.64,customer10037@yahoo.com,05/31/2025
10072,501903,06/22/2026,Beauty,3,103.7,customer10072@yahoo.com,06/11/2025
10030,500808,06/23/2026,Sports,5,57.68,customer10030@gmail.com,04/07/2025
10068,501818,06/29/2026,Beauty,1,63.84,customer10068@gmail.com,05/13/2025
10001,500024,06/26/2026,Electronics,5,55.44,customer10001@gmail.com,01/20/2025
10036,500964,06/26/2026,Electronics,2,110.74,customer10036@yahoo.com,12/08/2024
10047,501255,06/27/2026,Books,2,54.63,customer10047@outlook.com,10/16/2024
10031,500835,06/23/2026,,5,76.08,customer10031@yahoo.com,05/03/2025
10079,502098,06/22/2026,Electronics,1,144.17,customer10079@yahoo.com,12/11/2024
10007,500165,06/20/2026,Home & Kitchen,2,127.57,customer10007@gmail.com,09/11/2024
10032,500852,06/22/2026,Toys,4,130.78,customer10032@yahoo.com,11/05/2024
10027,500737,06/29/2026,Beauty,5,71.89,customer10027@outlook.com,06/14/2025
10034,500913,06/26/2026,Electronics,2,147.44,customer10034@outlook.com,06/28/2025
10091,502441,06/27/2026,Beauty,4,49.83,customer10091@gmail.com,02/20/2025
10056,501484,06/29/2026,Beauty,3,129.65,customer10056@gmail.com,02/01/2025
10058,501538,06/26/2026,Books,5,106.86,customer10058@outlook.com,10/05/2024
10053,501395,06/23/2026,Apparel,1,53.75,customer10053@outlook.com,12/10/2024
10022,500598,06/27/2026,Home & Kitchen,5,94.17,customer10022@outlook.com,06/11/2025
10015,500375,06/21/2026,Sports,4,58.4,customer10015@outlook.com,10/14/2024
10046,501242,06/29/2026,Home & Kitchen,5,132.82,customer10046@yahoo.com,04/04/2025
10011,500278,06/26/2026,Toys,2,94.17,customer10011@outlook.com,10/31/2024
10056,501482,06/29/2026,Electronics,5,43.62,customer10056@gmail.com,02/01/2025
10100,502687,06/27/2026,Books,5,131.91,customer10100@yahoo.com,02/12/2025
10029,500782,06/22/2026,Toys,1,103.54,customer10029@gmail.com,09/22/2024
10063,501678,06/28/2026,Apparel,1,135.51,customer10063@yahoo.com,03/04/2025
10020,500522,06/22/2026,Electronics,5,70.45,customer10020@yahoo.com,09/27/2024
10064,501696,06/24/2026,Home & Kitchen,1,107.97,customer10064@yahoo.com,10/01/2024
10028,500745,06/20/2026,Toys,1,83.22,customer10028@yahoo.com,02/20/2025
10077,502062,06/29/2026,Toys,4,89.51,customer10077@outlook.com,03/10/2025
10002,500034,06/21/2026,Electronics,4,144.06,customer10002@yahoo.com,03/29/2025
10115,502783,07/02/2025,Books,5,342.45,customer10115@hotmail.com,01/09/2024
10097,502607,06/27/2026,Beauty,1,72.62,customer10097@outlook.com,03/04/2025
10050,501319,06/20/2026,Books,2,53.96,customer10050@gmail.com,02/21/2025
10199,503281,08/21/2025,Electronics,5,228.9,customer10199@gmail.com,10/20/2023
10058,501545,06/27/2026,Apparel,2,107.69,customer10058@outlook.com,10/05/2024
10074,501970,06/28/2026,Toys,1,85.41,customer10074@yahoo.com,10/18/2024
10134,502899,10/12/2025,Toys,3,399.99,customer10134@yahoo.com,10/11/2023
10090,502390,06/21/2026,Home & Kitchen,2,79.95,customer10090@outlook.com,11/24/2024
10079,502098,06/22/2026,Toys,4,106.08,customer10079@yahoo.com,12/11/2024
10216,503304,06/21/2026,Beauty,5,30.96,customer10216@gmail.com,06/15/2026
10041,501106,06/27/2026,Electronics,4,129.04,customer10041@gmail.com,10/16/2024
10023,500626,06/29/2026,Sports,4,125.06,customer10023@outlook.com,02/14/2025
10083,502209,06/24/2026,Sports,4,149.3,customer10083@yahoo.com,03/31/2025
10142,502953,10/28/2025,Sports,1,172.37,customer10142@hotmail.com,02/02/2024
10006,500158,06/27/2026,Sports,4,135.39,customer10006@yahoo.com,12/01/2024
10056,501464,06/21/2026,Beauty,3,112.23,customer10056@gmail.com,02/01/2025
10173,503132,08/31/2025,Electronics,4,338.16,customer10173@gmail.com,06/30/2024
10049,501299,06/23/2026,Books,1,126.45,customer10049@yahoo.com,10/18/2024
10058,501547,06/29/2026,Electronics,2,82.46,customer10058@outlook.com,10/05/2024
10061,501605,06/22/2026,Toys,1,68.84,customer10061@gmail.com,06/13/2025
10038,501027,06/28/2026,Electronics,2,49.95,customer10038@yahoo.com,10/01/2024
10066,501746,06/24/2026,Toys,4,120.23,customer10066@yahoo.com,06/25/2025
10009,500230,06/29/2026,Sports,4,73.84,customer10009@outlook.com,10/22/2024
10011,500274,06/24/2026,Electronics,4,74.73,customer10011@outlook.com,10/31/2024
10046,501224,06/22/2026,Home & Kitchen,3,110.61,customer10046@yahoo.com,04/04/2025
10081,502147,06/20/2026,Sports,5,55.79,customer10081@gmail.com,03/19/2025
10054,501435,06/29/2026,Sports,5,59.16,customer10054@outlook.com,04/10/2025
10100,502675,06/22/2026,Electronics,3,90.83,customer10100@yahoo.com,02/12/2025
10095,502546,06/24/2026,Beauty,1,44.14,customer10095@gmail.com,05/12/2025
10001,500029,06/29/2026,Books,3,136.25,customer10001@gmail.com,01/20/2025
10017,500446,06/24/2026,Apparel,1,121.67,customer10017@gmail.com,02/14/2025
10024,500658,06/27/2026,Books,1,96.15,customer10024@yahoo.com,09/11/2024
10098,502618,06/20/2026,Home & Kitchen,3,129.89,customer10098@yahoo.com,04/11/2025
10069,501833,06/26/2026,Home & Kitchen,5,143.0,customer10069@outlook.com,02/11/2025
10045,501192,06/21/2026,Electronics,4,107.19,customer10045@gmail.com,07/04/2025
10091,502422,06/21/2026,Toys,5,46.06,customer10091@gmail.com,02/20/2025
10088,502351,06/26/2026,Beauty,4,73.5,customer10088@gmail.com,09/21/2024
10039,501047,06/25/2026,Beauty,2,118.82,customer10039@yahoo.com,07/05/2025
10028,500748,06/21/2026,Sports,4,93.79,customer10028@yahoo.com,02/20/2025
10083,502226,06/28/2026,Toys,2,129.46,customer10083@yahoo.com,03/31/2025
10061,501601,06/21/2026,Toys,1,84.51,customer10061@gmail.com,06/13/2025
10361,503449,02/16/2026,Home & Kitchen,5,6.71,customer10361@yahoo.com,02/16/2026
10027,500721,06/22/2026,Beauty,4,76.9,customer10027@outlook.com,06/14/2025
10149,502997,07/19/2025,Toys,5,353.19,customer10149@hotmail.com,05/22/2024
10052,501374,06/21/2026,Beauty,5,127.68,customer10052@yahoo.com,11/12/2024
10007,500182,06/28/2026,Sports,2,115.78,customer10007@gmail.com,09/11/2024
10072,501903,06/22/2026,Apparel,1,40.0,customer10072@yahoo.com,06/11/2025
10017,500441,06/22/2026,Electronics,3,92.29,customer10017@gmail.com,02/14/2025
10420,503540,08/14/2025,Beauty,1,13.35,customer10420@hotmail.com,05/24/2024
10045,501202,06/24/2026,Home & Kitchen,5,133.65,customer10045@gmail.com,07/04/2025
10042,501114,06/20/2026,Books,4,101.7,customer10042@yahoo.com,12/10/2024
10019,500513,06/28/2026,Beauty,4,46.1,customer10019@outlook.com,04/07/2025
10025,500682,06/29/2026,Apparel,5,108.53,customer10025@yahoo.com,04/18/2025
10067,501789,06/29/2026,Beauty,4,61.61,customer10067@gmail.com,05/22/2025
10128,502867,07/05/2025,Toys,4,240.72,customer10128@hotmail.com,01/10/2024
10091,502429,06/24/2026,Books,4,47.09,customer10091@gmail.com,02/20/2025
10064,501687,06/21/2026,Sports,5,101.33,customer10064@yahoo.com,10/01/2024
10038,501026,06/28/2026,Home & Kitchen,3,75.87,customer10038@yahoo.com,10/01/2024
10064,501691,06/22/2026,Apparel,2,68.02,customer10064@yahoo.com,10/01/2024
10070,501847,06/20/2026,Sports,1,99.79,customer10070@gmail.com,06/05/2025
10016,500406,06/22/2026,Beauty,4,139.57,customer10016@outlook.com,06/08/2025
10017,500461,06/29/2026,Sports,5,65.78,customer10017@gmail.com,02/14/2025
10091,502425,06/22/2026,Toys,5,66.12,customer10091@gmail.com,02/20/2025
10055,501458,06/28/2026,Home & Kitchen,5,73.16,customer10055@outlook.com,03/02/2025
10048,501273,06/23/2026,Apparel,1,86.99,customer10048@gmail.com,02/16/2025
10054,501427,06/26/2026,Books,2,138.41,customer10054@outlook.com,04/10/2025
10008,500203,06/27/2026,Beauty,4,55.58,customer10008@gmail.com,05/20/2025
10089,502360,06/22/2026,Toys,1,111.77,customer10089@gmail.com,12/30/2024
10012,500301,06/24/2026,Toys,2,123.83,customer10012@yahoo.com,06/25/2025
10002,500049,06/26/2026,Beauty,2,87.46,customer10002@yahoo.com,03/29/2025
10074,501962,06/25/2026,Sports,2,74.89,customer10074@yahoo.com,10/18/2024
10058,501540,06/27/2026,Apparel,4,96.9,customer10058@outlook.com,10/05/2024
10080,502113,06/20/2026,Apparel,2,98.42,customer10080@gmail.com,04/23/2025
10096,502576,06/26/2026,Electronics,3,49.59,customer10096@gmail.com,04/19/2025
10107,502733,10/23/2025,Home & Kitchen,1,350.85,customer10107@hotmail.com,12/21/2023
10100,502682,06/24/2026,Home & Kitchen,1,76.14,customer10100@yahoo.com,02/12/2025
10067,501770,06/21/2026,Toys,3,149.95,customer10067@gmail.com,05/22/2025
10019,500513,06/28/2026,Toys,3,100.46,customer10019@outlook.com,04/07/2025
10099,502642,06/20/2026,Sports,2,131.93,customer10099@outlook.com,03/18/2025
10045,501198,06/22/2026,Toys,1,63.83,customer10045@gmail.com,07/04/2025
10136,502911,09/20/2025,Apparel,4,328.23,customer10136@hotmail.com,11/21/2023
10093,502484,06/24/2026,Toys,5,94.41,customer10093@yahoo.com,01/03/2025
10097,502597,06/24/2026,Books,4,61.45,customer10097@outlook.com,03/04/2025
10063,501675,06/28/2026,Apparel,2,108.93,customer10063@yahoo.com,03/04/2025
10010,500248,06/27/2026,Toys,5,52.19,customer10010@outlook.com,03/08/2025
10068,501807,06/25/2026,Beauty,5,123.88,customer10068@gmail.com,05/13/2025
10007,500166,06/20/2026,Electronics,2,54.85,customer10007@gmail.com,09/11/2024
10119,502810,09/16/2025,Home & Kitchen,1,332.37,customer10119@yahoo.com,12/29/2023
10015,500393,06/29/2026,Apparel,3,129.13,customer10015@outlook.com,10/14/2024
10063,501680,06/28/2026,Beauty,5,100.03,customer10063@yahoo.com,03/04/2025
10021,500545,06/21/2026,Toys,3,144.7,customer10021@outlook.com,12/20/2024
10048,501267,06/20/2026,Home & Kitchen,2,46.56,customer10048@gmail.com,02/16/2025
10070,501864,06/26/2026,Home & Kitchen,1,75.98,customer10070@gmail.com,06/05/2025
10009,500229,06/28/2026,Toys,3,44.01,customer10009@outlook.com,10/22/2024
10049,501294,06/22/2026,Books,1,48.51,customer10049@yahoo.com,10/18/2024
10017,500461,06/29/2026,Beauty,5,124.77,customer10017@gmail.com,02/14/2025
10045,501193,06/21/2026,Sports,1,71.43,customer10045@gmail.com,07/04/2025
10060,501582,06/23/2026,,4,107.06,customer10060@gmail.com,05/26/2025
10034,500907,06/24/2026,Toys,2,98.89,customer10034@outlook.com,06/28/2025
10017,500454,06/25/2026,Toys,4,149.11,customer10017@gmail.com,02/14/2025
10095,502534,06/22/2026,Books,2,146.66,customer10095@gmail.com,05/12/2025
10091,502427,06/23/2026,Electronics,2,100.14,customer10091@gmail.com,02/20/2025
10021,500561,06/25/2026,Apparel,1,84.0,customer10021@outlook.com,12/20/2024
10074,501972,06/28/2026,Apparel,4,104.55,customer10074@yahoo.com,10/18/2024
10006,500150,06/23/2026,Electronics,4,130.44,customer10006@yahoo.com,12/01/2024
10022,500593,06/25/2026,Home & Kitchen,5,76.62,customer10022@outlook.com,06/11/2025
10043,501155,06/26/2026,Beauty,1,144.19,customer10043@outlook.com,12/09/2024
10082,502192,06/25/2026,Electronics,2,60.5,customer10082@gmail.com,06/22/2025
10088,502335,06/21/2026,Toys,5,44.14,customer10088@gmail.com,09/21/2024
10045,501198,06/22/2026,Beauty,1,106.98,customer10045@gmail.com,07/04/2025
