customer_id,order_id,order_date,order_value,quantity,unit_price,product_category,customer_email,signup_date,support_tickets
CUST-03960,ORD857238,2024-11-15,22.84,1,22.84,Home,cust03960@example.com,2024-09-21,0.0
CUST-00593,ORD148943,2025-05-03,194.0,2,97.0,Sports,cust00593@example.com,2024-06-13,1.0
01873,ORD234936,2026-04-04,35.01,3,11.67,Sports,01873@example.com,2026-03-03,1.0
C00691,ORD871207,2026-06-15,36.14,2,18.07,Home,c00691@example.com,2026-06-25,0.0
CUST-04036,ORD197179,2025-02-08,30.73,1,30.73,Electronics,cust04036@example.com,2025-03-21,1.0
CUST-02731,ORD456493,2026-01-05,36.54,1,36.54,Toys,cust02731@example.com,2025-11-02,0.0
cust_00218,ORD129125,2025-09-24,188.28,3,62.76,Toys,cust00218@example.com,2024-08-16,0.0
CUST-03399,ORD687637,17/05/2025,28.86,3,9.62,Home,cust03399@example.com,2024-02-08,1.0
CUST-00389,ORD296853,2025-01-20,191.82,3,63.94,Toys,cust00389@example.com,2024-10-01,2.0
C00471,ORD508918,2025-02-01,273.28,2,136.64,Grocery,c00471@example.com,2024-10-16,1.0
CUST-00028,ORD475073,2025-08-27,177.68,4,44.42,Electronics,cust00028@example.com,2024-11-26,1.0
CUST-00174,ORD314756,2026-04-21,272.56,1,272.56,Beauty,cust00174@example.com,2023-12-11,0.0
CUST-00230,ORD527666,06/10/2025,228.37,1,228.37,Home,cust00230@example.com,2024-03-12,0.0
CUST-00400,ORD235539,2025-02-23,214.89,3,71.63,Apparel,cust00400@example.com,2023-08-10,0.0
C01030,ORD699810,2026-06-26,46.8,4,11.7,Electronics,c01030@example.com,2026-06-30,0.0
C00203,ORD779005,2025-11-24,174.17,1,174.17,Grocery,c00203@example.com,2025-02-06,0.0
CUST-01406,ORD966180,2026-01-19,62.56,4,15.64,Electronics,cust01406@example.com,2026-01-31,0.0
CUST-00162,ORD726685,2024-11-02,231.04,4,57.76,Apparel,cust00162@example.com,2023-08-15,2.0
CUST-00376,ORD156753,2025-08-13,233.64,2,116.82,Home,cust00376@example.com,2023-12-12,0.0
CUST-00264,ORD714164,2025-10-20,224.49,3,74.83,Grocery,cust00264@example.com,2024-07-22,0.0
C03414,ORD804204,2024-11-25,11.7,1,11.7,Beauty,c03414@example.com,2024-11-22,0.0
CUST-00267,ORD617211,2025-11-18,287.2,2,143.6,Electronics,cust00267@example.com,2024-08-08,0.0
CUST-00359,ORD645373,2025-08-27,189.39,3,63.13,Electronics,cust00359@example.com,2024-08-31,0.0
CUST-00190,ORD153583,2025-05-29,230.68,2,115.34,Beauty,cust00190@example.com,2023-07-27,0.0
CUST-00458,ORD538914,2024-08-02,183.19,1,183.19,Beauty,cust00458@example.com,2023-05-28,2.0
CUST-00238,ORD818741,2024-12-05,213.93,1,213.93,Beauty,cust00238@example.com,2023-09-05,
CUST-03215,ORD672731,2024-11-30,21.16,1,21.16,Apparel,cust03215@example.com,2024-03-25,3.0
CUST-00038,ORD103089,2025-06-16,288.31,1,288.31,Grocery,cust00038@example.com,2024-02-14,0.0
C03921,ORD254790,2025-02-16,23.28,2,11.64,Home,c03921@example.com,2025-04-30,0.0
CUST-00007,ORD881510,2025-11-04,230.84,2,115.42,Beauty,cust00007@example.com,2024-07-28,1.0
CUST-03345,ORD390624,2024-07-01,22.13,1,22.13,Home,cust03345@example.com,2024-06-29,1.0
CUST-00307,ORD686780,2025-03-22,220.04,2,110.02,Sports,cust00307@example.com,2023-08-28,0.0
C03573,ORD929449,2025-05-05,31.28,1,31.28,Home,c03573@example.com,2025-04-01,1.0
04061,ORD200522,2024-05-19,24.32,4,6.08,Electronics,04061@example.com,2024-05-17,0.0
C00711,ORD450167,2026-06-13,48.9,2,24.45,Grocery,c00711@example.com,2026-06-20,0.0
CUST-00215,ORD893433,2025-04-25,225.72,1,225.72,Grocery,cust00215@example.com,2023-12-09,0.0
C03331,ORD882529,2025-03-17,31.16,4,7.79,Apparel,c03331@example.com,2024-06-19,0.0
01162,ORD951110,2026-06-29,44.8,4,11.2,Home,01162@example.com,2026-06-26,1.0
00728,ORD500158,2026-06-26,25.95,1,25.95,Beauty,00728@example.com,2026-06-29,0.0
CUST-00459,ORD235376,2025-02-04,265.77,1,265.77,Books,cust00459@example.com,2024-10-24,0.0
CUST-04081,ORD334780,2024-10-23,16.3,2,8.15,Grocery,cust04081@example.com,2024-09-17,1.0
CUST-03202,ORD983132,2025-04-07,33.32,4,8.33,Beauty,cust03202@example.com,2024-11-07,1.0
CUST-00295,ORD881352,2025-04-09,242.32,2,121.16,Books,cust00295@example.com,2024-04-03,0.0
00587,ORD767258,2025-01-10,268.8,4,67.2,Apparel,00587@example.com,2024-03-12,2.0
C00167,ORD692444,2025-12-28,264.6,3,88.2,HOME,c00167@example.com,2023-09-05,1.0
C00601,ORD529321,2024-07-16,147.14,1,147.14,Books,c00601@example.com,2023-04-12,2.0
CUST-00086,ORD844414,2025-11-12,199.63,1,199.63,Sports,cust00086@example.com,2024-10-27,
CUST-00312,ORD754150,2026-02-14,289.7,2,144.85,Home,cust00312@example.com,2023-12-11,1.0
C00084,ORD746049,2025-08-22,156.36,3,52.12,Books,c00084@example.com,2024-08-03,0.0
C00411,ORD787473,2023-11-08,203.94,3,,Sports,c00411@example.com,2023-11-05,2.0
CUST-00109,ORD806451,2025-11-21,227.26,1,227.26,Beauty,cust00109@example.com,2024-03-30,0.0
00718,ORD753896,2026-06-30,77.2,4,19.3,Toys,00718@example.com,2026-06-30,0.0
00393,ORD405526,2024-11-16,258.63,3,86.21,Beauty,00393@example.com,2024-04-24,3.0
CUST-00385,ORD996671,2024-09-12,148.94,2,74.47,Home,cust00385@example.com,2023-05-24,1.0
  CUST-01393 ,ORD943427,2026-03-21,25.94,1,25.94,Apparel,cust01393@example.com,2025-09-06,1.0
CUST-00126,ORD355166,2025-02-21,173.48,4,43.37,Books,cust00126@example.com,2023-07-19,1.0
CUST-00550,ORD372592,2024-08-17,155.04,2,77.52,Home,cust00550@example.com,2023-11-21,2.0
C00506,ORD145980,2025-05-08,-226.28,4,56.57,Grocery,c00506@example.com,2024-07-27,1.0
CUST-00156,ORD177847,2025-02-05,230.14,1,230.14,Toys,cust00156@example.com,2023-06-23,0.0
CUST-00124,ORD911356,2026-06-28,232.62,1,232.62,Books,cust00124@example.com,2025-01-23,1.0
CUST-02221,ORD318588,2026-01-22,36.42,2,18.21,Toys,cust02221@example.com,2024-11-17,1.0
cust_00313,ORD888675,2025-08-07,179.76,4,44.94,Toys,cust00313@example.com,2024-07-21,0.0
CUST-03004,ORD233689,2025-11-03,60.2,4,15.05,Books,cust03004@example.com,2025-02-12,0.0
CUST-00114,ORD865027,2025-08-10,244.04,2,122.02,Toys,cust00114@example.com,2023-08-15,0.0
CUST-00401,ORD950865,2024-10-01,203.37,3,67.79,,cust00401@example.com,2024-08-25,2.0
CUST-02082,ORD607165,2025-09-12,41.78,2,20.89,Beauty,cust02082@example.com,2025-07-28,0.0
cust_00352,ORD858331,2026-05-28,251.08,4,62.77,Grocery,cust00352@example.com,2024-05-04,0.0
cust_00407,ORD461055,2024-03-09,183.44,4,45.86,TOYS,cust00407@example.com,2023-08-09,0.0
cust_00022,ORD180125,2025-11-08,208.11,3,69.37,Grocery,cust00022@example.com,2024-07-04,0.0
CUST-00243,ORD483423,2025-07-01,244.35,1,244.35,TOYS,cust00243@example.com,2024-05-02,1.0
CUST-00102,ORD822006,2026-05-26,221.94,2,110.97,Toys,cust00102@example.com,2024-06-08,0.0
CUST-02549,ORD435429,2026-01-15,44.92,4,11.23,Grocery,cust02549@example.com,2026-01-01,2.0
C00508,ORD351523,2025-06-26,272.4,3,90.8,Books,c00508@example.com,2023-10-20,4.0
C03525,ORD313895,2024-11-16,15.35,1,15.35,Apparel,c03525@example.com,2024-07-05,2.0
CUST-00227,ORD863991,30/07/2025,276.23,1,276.23,Grocery,cust00227@example.com,2024-07-15,0.0
CUST-00554,ORD998037,2025-06-13,143.61,3,47.87,Apparel,cust00554@example.com,2024-05-25,2.0
cust_00316,ORD884449,2025-12-22,288.26,2,144.13,Sports,cust00316@example.com,2023-10-10,0.0
CUST-00198,ORD633545,2025-12-17,167.6,4,41.9,Toys,cust00198@example.com,2024-04-08,0.0
CUST-00504,ORD465628,2025-01-19,227.16,3,75.72,Sports,cust00504@example.com,2025-01-07,1.0
01211,ORD989180,2026-06-25,30.63,3,10.21,Electronics,01211@example.com,2026-06-08,1.0
CUST-00357,ORD696775,2025-10-06,255.18,3,85.06,Grocery,cust00357@example.com,2023-09-16,1.0
CUST-00240,ORD750748,2024-03-27,236.33,1,236.33,Books,cust00240@example.com,2023-03-27,0.0
CUST-01224,ORD403098,2026-06-26,45.2,2,22.6,Electronics,cust01224@example.com,2026-06-25,0.0
CUST-00537,ORD830461,2024-04-26,270.06,2,135.03,Apparel,cust00537@example.com,2023-10-12,1.0
cust_04007,ORD755473,05/10/2024,19.52,1,19.52,Beauty,cust04007@example.com,2025-08-11,1.0
CUST-00261,ORD949039,2025-01-10,262.78,2,131.39,Toys,cust00261@example.com,2023-04-19,
C00076,ORD660833,2025-05-10,166.47,1,166.47,Electronics,c00076@example.com,2024-03-19,0.0
C00560,ORD999100,2025-11-08,-274.0,2,137.0,Apparel,c00560@example.com,2023-11-14,1.0
CUST-00047,ORD252154,2025-05-25,200.12,4,50.03,Electronics,cust00047@example.com,2024-03-05,2.0
CUST-00315,ORD839386,2025-12-07,228.14,2,114.07,Toys,cust00315@example.com,2024-07-27,0.0
CUST-00583,ORD817369,2024-09-10,254.01,3,84.67,Home,cust00583@example.com,2024-04-14,1.0
CUST-00875,ORD904347,2026-07-02,33.06,2,16.53,Apparel,cust00875@example.com,2026-06-29,0.0
CUST-00473,ORD718081,2024-08-17,264.3,3,88.1,Home,cust00473@example.com,2024-08-13,1.0
C00169,ORD246882,2025-11-29,281.2,4,70.3,Home,c00169@example.com,2024-11-11,0.0
CUST-00457,ORD782578,2024-12-02,181.71,3,60.57,Home,cust00457@example.com,2024-08-11,3.0
CUST-00390,ORD640074,2024-11-30,153.4,4,38.35,Books,cust00390@example.com,2023-12-08,1.0
03306,ORD203456,2025-08-30,25.08,2,12.54,Beauty,03306@example.com,2025-08-26,1.0
CUST-02050,ORD712064,2026-04-04,66.99,3,22.33,Toys,cust02050@example.com,2026-03-19,2.0
00302,ORD529283,2025-12-21,271.24,2,135.62,Books,00302@example.com,2024-10-17,0.0
CUST-00115,ORD297313,2026-06-25,208.72,1,208.72,Beauty,cust00115@example.com,2024-07-04,1.0
C00213,ORD835961,2025-07-22,239.04,3,79.68,Home,c00213@example.com,2023-05-17,0.0
CUST-00474,ORD365628,2025-01-27,197.52,4,49.38,Toys,cust00474@example.com,2025-01-15,2.0
C01097,ORD288345,2026-06-26,73.66,2,,Toys,c01097@example.com,2026-06-12,1.0
cust_02973,ORD869462,2026-02-27,51.68,2,25.84,Toys,cust02973@example.com,2025-06-18,0.0
CUST-00330,ORD318919,2026-02-25,254.46,1,254.46,Home,cust00330@example.com,2024-12-30,0.0
CUST-03553,ORD650093,2025-09-06,35.37,1,35.37,Books,cust03553@example.com,2025-09-04,2.0
CUST-00006,ORD957125,2025-12-28,193.61,1,193.61,Grocery,cust00006@example.com,2023-09-06,0.0
CUST-03047,ORD474889,2025-11-13,27.22,2,13.61,Electronics,cust03047@example.com,2025-07-24,1.0
CUST-00125,ORD514960,2026-04-19,265.44,4,66.36,Sports,cust00125@example.com,2024-01-03,0.0
cust_00606,ORD132351,2024-02-22,183.44,4,45.86,Electronics,,2023-10-31,0.0
CUST-00341,ORD788666,2025-12-13,285.04,1,285.04,Grocery,cust00341@example.com,2024-10-29,1.0
CUST-03288,ORD406808,2025-01-30,12.75,3,4.25,Electronics,cust03288@example.com,2024-11-20,0.0
C04128,ORD532101,2025-08-05,11.01,3,3.67,Books,c04128@example.com,2025-03-07,2.0
cust_00343,ORD199708,2025-10-19,187.56,4,46.89,Toys,cust00343@example.com,2023-05-17,0.0
  C00161 ,ORD802960,2025-12-07,273.52,4,68.38,Books,c00161@example.com,2024-05-30,0.0
00013,ORD890901,2025-10-20,190.91,1,190.91,Beauty,00013@example.com,2023-08-24,0.0
cust_00117,ORD211848,2025-10-08,238.92,3,79.64,Toys,cust00117@example.com,2023-10-31,0.0
C04011,ORD412869,2025-03-04,25.94,1,25.94,Toys,c04011@example.com,2025-01-13,1.0
cust_00346,ORD196352,2026-03-08,175.4,4,43.85,Toys,CUST00346@EXAMPLE.COM,2024-12-27,0.0
C00084,ORD390600,2025-10-21,$177.72,3,59.24,Beauty,c00084@example.com,2024-08-03,0.0
CUST-00554,ORD975831,2025-07-02,232.31,1,232.31,Books,cust00554@example.com,2024-05-25,2.0
CUST-00154,ORD451939,2026-02-25,264.09,3,88.03,Sports,cust00154@example.com,2024-08-28,0.0
CUST-00478,ORD129475,2025-05-19,207.42,2,103.71,Toys,cust00478@example.com,2024-12-23,2.0
C00199,ORD556083,2026-06-17,231.18,3,77.06,Apparel,c00199@example.com,2024-05-09,0.0
CUST-01852,ORD596682,2025-11-06,20.46,2,10.23,Sports,cust01852@example.com,2025-03-21,2.0
CUST-03500,ORD126587,2024-09-09,22.8,4,5.7,Home,cust03500@example.com,2024-09-07,2.0
CUST-02588,ORD404033,2025-09-20,46.84,1,46.84,Beauty,cust02588@example.com,2025-09-30,0.0
CUST-02409,ORD912513,2025-11-16,19.56,3,6.52,Grocery,cust02409@example.com,2025-08-13,0.0
CUST-02900,ORD829560,2025-12-11,55.17,3,18.39,Toys,cust02900@example.com,2025-12-13,0.0
cust_00022,ORD273092,2025-04-23,236.76,2,118.38,Apparel,cust00022@example.com,2024-07-04,0.0
CUST-02945,ORD709046,2025-12-15,43.14,2,21.57,Electronics,cust02945@example.com,2024-12-03,0.0
CUST-00118,ORD944429,2025-05-26,184.02,3,61.34,Electronics,cust00118@example.com,2023-08-10,1.0
CUST-00267,ORD699014,2025-05-12,196.02,3,65.34,Beauty,cust00267@example.com,2024-08-08,0.0
CUST-00514,ORD569251,2024-11-04,255.93,1,255.93,Books,cust00514@example.com,2024-11-03,1.0
C04051,ORD672948,2024-12-01,24.44,2,12.22,Sports,c04051@example.com,2024-03-29,1.0
cust_03797,ORD156521,2024-12-05,22.26,3,7.42,Apparel,cust03797@example.com,2024-02-05,1.0
cust_04138,ORD612217,2024-12-06,21.81,3,7.27,Sports,cust04138@example.com,2024-03-17,1.0
CUST-00217,ORD665730,2024-12-11,263.4,4,65.85,Grocery,cust00217@example.com,2023-05-23,0.0
CUST-03609,ORD159919,2026-07-31,37.28,4,9.32,Toys,cust03609@example.com,2024-09-21,0.0
cust_02254,ORD344685,2025-09-28,40.2,3,13.4,Home,cust02254@example.com,2025-01-13,0.0
CUST-00395,ORD525524,2024-01-08,148.04,4,37.01,Sports,cust00395@example.com,2023-04-22,0.0
C03548,ORD958301,2024-11-02,21.84,3,7.28,Books,c03548@example.com,2025-06-07,0.0
CUST-00321,ORD888887,2026-03-12,279.34,2,139.67,Grocery,cust00321@example.com,2024-10-01,0.0
CUST-00308,ORD595178,2025-01-13,223.39,1,223.39,Apparel,cust00308@example.com,2024-02-19,0.0
04061,ORD965530,2024-12-17,30.39,3,10.13,Sports,04061@example.com,2024-05-17,0.0
CUST-03441,ORD972628,2025-03-01,37.82,1,37.82,Apparel,cust03441@example.com,2024-06-25,0.0
CUST-04027,ORD579725,2025-05-04,38.37,3,12.79,Sports,cust04027@example.com,2024-09-11,0.0
CUST-00195,ORD900816,2026-04-26,260.68,4,65.17,Beauty,cust00195@example.com,2024-05-11,0.0
C00132,ORD484658,2025-02-11,197.5,2,98.75,Books,c00132@example.com,2023-09-05,0.0
C00200,ORD596274,2025-10-18,193.34,1,193.34,Home,,2024-05-20,0.0
00286,ORD755191,2026-05-02,162.75,3,54.25,Toys,00286@example.com,2024-09-30,2.0
CUST-01970,ORD844276,2025-09-09,39.04,4,9.76,Books,cust01970@example.com,2025-06-09,0.0
C03731,ORD831577,2025-08-16,16.92,4,4.23,Beauty,c03731@example.com,2024-05-13,2.0
00268,ORD601658,2026-04-16,242.82,3,80.94,Grocery,00268@example.com,2024-10-22,0.0
04046,ORD931652,2025-01-24,17.52,2,8.76,Grocery,04046@example.com,2024-05-08,0.0
CUST-00361,ORD549059,2026-03-04,285.91,1,285.91,Electronics,cust00361@example.com,2024-10-26,0.0
CUST-00484,ORD805292,2025-09-25,$192.65,1,192.65,Home,cust00484@example.com,2023-04-01,
02190,ORD961978,2025-12-31,18.6,2,9.3,Sports,02190@example.com,2024-12-06,0.0
cust_00298,ORD136185,2026-07-01,200.1,2,100.05,Sports,cust00298@example.com,2024-10-13,0.0
CUST-03913,ORD182096,2025-01-12,16.11,3,5.37,Books,cust03913@example.com,2024-09-12,0.0
C00235,ORD138531,2025-08-22,200.96,4,50.24,Books,c00235@example.com,2023-08-05,0.0
C03126,ORD946580,2025-04-04,20.97,3,6.99,Grocery,c03126@example.com,2025-02-22,0.0
01826,ORD444135,2025-11-03,40.36,4,10.09,Home,01826@example.com,2025-08-23,0.0
CUST-03903,ORD627757,2025-07-24,19.24,1,19.24,Sports,cust03903@example.com,2024-08-07,0.0
cust_03803,ORD114572,2024-10-08,36.36,4,9.09,Home,cust03803@example.com,2024-10-04,1.0
CUST-00240,ORD868394,2026-03-19,277.24,4,69.31,Sports,cust00240@example.com,2023-03-27,0.0
CUST-00212,ORD502404,2026-06-29,280.0,4,70.0,Toys,cust00212@example.com,2024-06-10,0.0
CUST-00210,ORD554054,2026-01-30,244.82,2,122.41,Grocery,,2024-10-31,0.0
00549,ORD836991,2024-05-28,233.01,1,233.01,Toys,00549@example.com,2023-05-17,1.0
CUST-00960,ORD123113,2026-06-20,49.29,1,49.29,Beauty,cust00960@example.com,2026-06-21,1.0
CUST-00109,ORD299846,2026-04-19,249.4,2,124.7,Electronics,cust00109@example.com,2024-03-30,0.0
C00573,ORD185264,2025-06-08,260.12,4,65.03,Beauty,c00573@example.com,2023-10-24,0.0
C03654,ORD504748,2025-08-10,21.36,4,5.34,Sports,c03654@example.com,2025-03-03,
C04093,ORD446462,2024-07-30,23.88,4,5.97,Sports,c04093@example.com,2024-07-26,2.0
CUST-00676,ORD583682,2026-06-26,22.44,3,7.48,Beauty,cust00676@example.com,2026-07-01,2.0
CUST-03575,ORD337508,2024-10-19,$20.43,3,6.81,Sports,cust03575@example.com,2024-02-09,1.0
C00534,ORD464668,2024-08-09,177.12,4,44.28,Electronics,c00534@example.com,2023-09-21,0.0
CUST-00264,ORD672305,2025-11-24,211.88,1,211.88,Books,cust00264@example.com,2024-07-22,0.0
cust_01193,ORD343885,2026-06-17,55.4,4,13.85,Beauty,cust01193@example.com,2026-07-01,0.0
CUST-00647,ORD385919,2026-06-17,35.17,1,35.17,Home,cust00647@example.com,2026-06-09,1.0
00098,ORD652585,2024-11-30,267.58,1,267.58,Electronics,00098@example.com,2023-10-30,0.0
cust_00806,ORD388461,2026-06-29,85.71,3,28.57,Apparel,cust00806@example.com,2026-06-13,
CUST-00128,ORD161732,2025-05-12,204.87,3,68.29,Apparel,cust00128@example.com,2025-01-18,0.0
cust_00106,ORD946228,2026-02-08,228.86,2,114.43,Home,cust00106@example.com,2023-12-11,0.0
C00085,ORD333245,2025-03-29,188.62,2,94.31,Books,c00085@example.com,2024-04-05,0.0
CUST-00605,ORD921959,2025-07-16,248.76,4,62.19,Grocery,cust00605@example.com,2023-12-01,0.0
cust_03018,ORD114084,2025-12-23,67.65,3,22.55,Home,cust03018@example.com,2025-12-24,0.0
00281,ORD438572,02/12/2025,210.34,2,105.17,Apparel,00281@example.com,2024-09-07,2.0
CUST-00144,ORD391660,2026-06-20,274.52,2,137.26,Beauty,cust00144@example.com,2024-09-06,1.0
C00104,ORD802676,2025-11-01,-246.78,1,246.78,Grocery,c00104@example.com,2024-02-18,0.0
00587,ORD783933,2024-06-23,161.94,3,53.98,Apparel,00587@example.com,2024-03-12,2.0
cust_00218,ORD239590,2026-02-13,280.71,3,93.57,Toys,cust00218@example.com,2024-08-16,0.0
CUST-03884,ORD411223,2025-06-07,30.04,4,7.51,Electronics,cust03884@example.com,2025-08-13,2.0
CUST-00568,ORD927936,2024-09-05,257.1,2,128.55,Apparel,cust00568@example.com,2023-05-20,1.0
C00211,ORD510243,2025-11-15,192.59,1,192.59,Books,c00211@example.com,2024-08-04,0.0
CUST-00361,ORD506909,2026-01-21,276.06,3,92.02,Beauty,cust00361@example.com,2024-10-26,0.0
cust_03618,ORD749684,2025-04-13,22.78,1,22.78,Apparel,cust03618@example.com,2025-04-13,0.0
CUST-00293,ORD750331,2025-10-11,204.64,4,51.16,Beauty,cust00293@example.com,2023-03-21,0.0
C00192,ORD869251,2025-06-23,178.71,1,178.71,Sports,c00192@example.com,2024-07-11,0.0
cust_03297,ORD941732,2025-07-25,23.0,4,5.75,Electronics,cust03297@example.com,2024-01-29,1.0
cust_00480,ORD547299,2024-06-17,183.88,4,45.97,Grocery,cust00480@example.com,2024-04-05,2.0
cust_00108,ORD987084,2025-10-29,190.17,3,63.39,Toys,cust00108@example.com,2024-08-16,0.0
cust_02448,ORD636635,2026-01-05,19.94,2,9.97,Electronics,cust02448@example.com,2025-11-11,0.0
00013,ORD920998,2026-04-18,256.16,4,64.04,BEAUTY,00013@example.com,2023-08-24,0.0
C00598,ORD825900,2025-03-21,277.77,3,92.59,Beauty,c00598@example.com,2024-11-17,2.0
CUST-00327,ORD939387,2025-06-16,-274.16,2,137.08,Home,cust00327@example.com,2024-11-06,0.0
CUST-01479,ORD198482,2025-10-10,20.88,2,10.44,Beauty,cust01479@example.com,2025-01-02,0.0
CUST-00028,ORD771298,2026-02-11,200.58,3,66.86,Electronics,cust00028@example.com,2024-11-26,1.0
CUST-00327,ORD916519,2026-05-17,189.09,3,63.03,Electronics,cust00327@example.com,2024-11-06,0.0
CUST-01846,ORD250229,2025-12-24,24.03,3,8.01,Grocery,cust01846@example.com,2025-10-15,1.0
CUST-00373,ORD546739,2025-12-24,289.16,1,289.16,Home,cust00373@example.com,2023-06-05,0.0
CUST-00130,ORD533579,2025-06-02,207.06,1,207.06,Grocery,cust00130@example.com,2024-05-10,0.0
CUST-00536,ORD734348,2025-07-16,172.7,2,86.35,Toys,cust00536@example.com,2024-06-08,1.0
cust_00407,ORD648747,2025-01-27,214.28,2,107.14,Beauty,cust00407@example.com,2023-08-09,0.0
C00365,ORD128474,2026-05-12,204.02,2,102.01,Sports,c00365@example.com,2023-10-19,0.0
00345,ORD142200,2025-09-30,253.08,3,84.36,Books,00345@example.com,2024-08-08,0.0
CUST-02483,ORD874249,2026-01-30,47.0,2,23.5,Sports,cust02483@example.com,2025-09-20,0.0
CUST-03551,ORD100024,2024-09-27,19.05,3,6.35,Books,cust03551@example.com,2024-09-08,1.0
00404,ORD277453,2025-04-16,251.44,2,125.72,Books,00404@example.com,2024-02-01,1.0
CUST-00467,ORD976240,2024-04-07,176.44,4,44.11,Toys,cust00467@example.com,2023-11-04,3.0
